time,latitude,longitude,REGION,PRIMARY_SAMPLE_UNIT,STATION_NR,YEAR,MONTH,DAY,Date_UTC,HABITAT_CD,STRAT,RUGOSITY_CD,WTD_RUG,MEAN_RUG,MAPGRID_NR,SUB_REGION_NAME,SUB_REGION_NR,ZONE_NAME,ZONE_NR,MPA_NAME,MPA_NR,ADMIN,PROT,DEPTH_STRAT,MIN_DEPTH,MAX_DEPTH,METERS_COMPLETED,COVER_CAT_CD,COVER_CAT_NAME,HARDBOTTOM_P,SOFTBOTTOM_P,RUBBLE_P,accession_url
2019-07-18T00:00:00Z,18.14334361,-67.30063227,PRICO,6243,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.1,7826790,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,8.839199717,9.448799698,15,SPO OTHE,Porifera spp,6,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14334361,-67.30063227,PRICO,6243,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.1,7826790,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,8.839199717,9.448799698,15,TUR FREE,Turf Algae Free of Sediment,3,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14334361,-67.30063227,PRICO,6243,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.1,7826790,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,8.839199717,9.448799698,15,TUR SEDI,Turf Algae with Sediment,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,BAR SUB.,Bare Substrate,0,26,2,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,CYA SPE.,Cyanophyta spp,3,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,DIC SPE.,Dictyota spp,12,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,GOR GORG,Gorgonians,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,HAL SPE.,Halimeda spp,16,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,MAC FLES,MacroOtherFleshy,18,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,MIL SPE.,Millepora spp,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,OTH SPE.,Other species,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,POR SPE.,Porites spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,RAM SPE.,Ramicrusta spp,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,RHO CRUS,Rhodophyta cru. spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,SID SIDE,Siderastrea siderea,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,SPO OTHE,Porifera spp,10,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,TUR FREE,Turf Algae Free of Sediment,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.13938202,-67.31248343,PRICO,6237,1,2019,7,18,2019-07-18T00:00:00Z,PVMT,PVMT_SHLW,NA,NaN,0.100666667,7764827,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,9.143999707,9.448799698,15,TUR SEDI,Turf Algae with Sediment,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,BAR SUB.,Bare Substrate,0,26,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,CYA SPE.,Cyanophyta spp,4,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,DIC SPE.,Dictyota spp,29,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,HAL SPE.,Halimeda spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,LOB SPE.,Lobophora spp,5,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,MAC CALC,MacroOtherCalcareous,4,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,MAC FLES,MacroOtherFleshy,7,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,MIL SPE.,Millepora spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,MON CAVE,Montastraea cavernosa,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,OTH SPE.,Other species,9,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,PSE STRI,Pseudodiploria strigosa,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,RAM SPE.,Ramicrusta spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,RHO CRUS,Rhodophyta cru. spp,3,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14636783,-67.33651582,PRICO,6247,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7868006,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,SPO OTHE,Porifera spp,8,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,BAR SUB.,Bare Substrate,0,23,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,CYA SPE.,Cyanophyta spp,11,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,DIC SPE.,Dictyota spp,23,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,FAV FRAG,Favia fragum,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,HAL SPE.,Halimeda spp,7,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,LOB SPE.,Lobophora spp,4,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,MAC CALC,MacroOtherCalcareous,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,MAC FLES,MacroOtherFleshy,14,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,MIL SPE.,Millepora spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,OTH SPE.,Other species,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,RAM SPE.,Ramicrusta spp,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.14544392,-67.33416188,PRICO,6245,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.1,7854247,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.58239963,15,SPO OTHE,Porifera spp,10,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,BAR SUB.,Bare Substrate,0,32,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,CLI SPE.,Cliona spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,CYA SPE.,Cyanophyta spp,10,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,DIC SPE.,Dictyota spp,8,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,HAL SPE.,Halimeda spp,9,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,LOB SPE.,Lobophora spp,16,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,MAC FLES,MacroOtherFleshy,15,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,OTH SPE.,Other species,4,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,RHO CRUS,Rhodophyta cru. spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15438824,-67.32368079,PRICO,6252,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.173333333,7991909,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.66799966,11.27759964,15,SPO OTHE,Porifera spp,4,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,BAR SUB.,Bare Substrate,0,30,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,CLI SPE.,Cliona spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,CYA SPE.,Cyanophyta spp,8,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,DIC SPE.,Dictyota spp,15,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,LOB SPE.,Lobophora spp,6,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,MAC FLES,MacroOtherFleshy,24,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,OTH SPE.,Other species,2,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,POR ASTR,Porites astreoides,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,POR SPE.,Porites spp,1,0,0,https://accession.nodc.noaa.gov/0217139
2019-07-18T00:00:00Z,18.15803089,-67.32695403,PRICO,6255,1,2019,7,18,2019-07-18T00:00:00Z,HARD,HARD_SHLW,NA,NaN,0.15,8046958,SWPRICO,NaN,NA,NaN,NA,NA,OPEN,NA,SHLW,10.05839968,10.97279965,15,SID SIDE,Siderastrea siderea,1,0,0,https://accession.nodc.noaa.gov/0217139
